department,telecommuting,has_company_logo,has_questions,employment_type,industry,function,fraudulent,Country,len_profile,len_description,requirement_is_existed
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,505,492,True
Sales,0,0,0,,,,0,US,0,379,False
etc,0,1,0,Full-time,Research,,0,US,850,891,False
etc,0,1,1,Full-time,Financial Services,Sales,0,US,1025,2988,True
etc,0,1,0,,,,0,NZ,244,1922,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Full-time,Research,Marketing,0,US,850,1405,False
etc,0,1,0,Full-time,Internet,Public Relations,0,US,1049,3241,True
etc,0,1,1,Full-time,Entertainment,,0,US,1068,1168,True
etc,0,1,0,Full-time,Research,Sales,0,US,850,1176,False
etc,0,1,1,Full-time,Telecommunications,Information Technology,0,GR,2676,1360,True
etc,0,1,1,Full-time,Internet,Writing/Editing,0,GB,825,1378,True
Service,0,1,1,Full-time,Internet,Customer Service,0,GB,825,1339,True
Sales,0,1,1,Full-time,Computer Software,Sales,0,CA,538,1280,True
etc,0,0,1,Full-time,Financial Services,Management,0,US,0,2732,True
etc,0,1,0,,,,0,US,1247,374,False
etc,0,1,1,,Oil & Energy,,0,US,879,972,False
etc,0,1,0,,,,0,US,1247,529,False
etc,0,0,1,,,,0,US,0,758,False
etc,0,1,0,Full-time,Professional Training & Coaching,Training,0,US,271,2997,True
etc,0,1,1,Full-time,Retail,Administrative,0,US,1441,617,True
etc,0,0,1,,,,0,US,0,272,False
etc,0,1,1,,,,0,US,943,1427,False
Marketing,0,1,0,Full-time,Design,Design,0,US,133,632,True
Engineering,0,1,1,Full-time,Marketing and Advertising,Quality Assurance,0,GB,1508,640,True
Sales,0,1,1,,,,0,CA,489,803,False
etc,0,0,0,,,,0,GB,2122,1944,False
etc,0,1,1,,,,0,US,646,2433,False
etc,0,0,0,Full-time,Market Research,,0,US,228,646,False
etc,1,1,1,Full-time,Telecommunications,Sales,0,GR,617,903,False
Sales,0,1,1,,,,0,CA,489,514,False
etc,0,0,0,Full-time,Information Technology and Services,Business Development,0,AU,0,864,True
etc,0,0,0,Full-time,,Design,0,US,690,1190,True
etc,0,1,0,Other,Graphic Design,,0,GB,475,647,True
etc,0,1,1,,,,0,US,943,1441,False
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,1190,183,True
etc,0,1,0,,,,0,US,1247,515,False
etc,0,1,0,,,,0,US,1247,601,False
etc,0,1,1,,,,0,etc,1561,209,False
etc,0,0,0,Full-time,Information Technology and Services,Training,0,US,472,2665,True
etc,0,1,0,Full-time,Computer Software,Customer Service,0,US,684,1224,True
etc,0,1,1,Full-time,,,0,DE,134,771,True
Technology,0,1,1,Full-time,Internet,Information Technology,0,GB,825,956,True
Technology,0,1,0,Contract,Internet,Information Technology,0,GB,825,850,True
Technology,0,1,1,Full-time,Internet,Information Technology,0,GB,825,1128,True
Technology,0,1,1,Full-time,Internet,Other,0,GB,825,1508,True
etc,0,1,1,,,,0,US,943,1442,False
etc,0,1,0,Full-time,Financial Services,Customer Service,0,US,1025,1408,True
Marketing,0,1,1,Full-time,Internet,Public Relations,0,GR,870,2229,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,458,True
etc,0,1,0,,,,0,US,1247,486,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
Service,0,1,1,Full-time,Retail,Customer Service,0,AU,694,1265,True
Engineering,0,1,0,Other,Online Media,Engineering,0,GB,730,1125,True
etc,0,1,0,Full-time,Internet,,0,etc,2206,1558,True
etc,0,0,1,Part-time,Textiles,,0,GB,483,753,False
etc,1,1,0,,Pharmaceuticals,,0,US,0,1098,True
etc,0,0,0,Full-time,Information Technology and Services,Training,0,US,472,2665,True
etc,0,0,1,,,,0,GB,0,899,False
etc,0,1,1,,Pharmaceuticals,Sales,0,US,1031,1670,True
etc,0,1,0,Full-time,Facilities Services,Customer Service,0,US,684,1222,True
etc,0,1,1,,,,0,US,646,1440,False
etc,0,1,0,Part-time,Public Relations and Communications,Public Relations,0,US,0,753,True
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,US,417,1301,True
Service,0,1,1,Full-time,Commercial Real Estate,Management,0,US,198,1809,True
etc,0,1,0,,,,0,US,1247,338,False
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,0,682,True
Sales,0,1,1,,,,0,US,1110,2455,False
etc,0,1,0,,,,0,etc,518,1356,False
Engineering,0,1,0,Full-time,Marketing and Advertising,Engineering,0,GB,730,954,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,0,1,Full-time,Business Supplies and Equipment,Consulting,1,CA,0,987,True
etc,0,0,0,Full-time,Internet,Engineering,0,etc,0,1115,True
etc,0,0,0,Full-time,Marketing and Advertising,Strategy/Planning,1,US,0,2807,True
etc,0,1,0,Other,Computer Software,Design,0,US,133,632,True
etc,0,1,0,,,,0,US,1247,442,False
etc,0,1,0,,,,0,US,1247,332,False
etc,0,1,0,Full-time,Education Management,Information Technology,0,SG,1392,788,True
etc,1,1,0,Full-time,Insurance,Customer Service,1,US,751,146,True
etc,0,1,1,Full-time,Financial Services,Human Resources,0,US,1025,1885,True
etc,0,1,0,Full-time,Education Management,Accounting/Auditing,0,SG,1392,788,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,1,0,Full-time,Consumer Services,Data Analyst,0,GB,1085,1322,False
etc,0,1,1,Contract,Education Management,Education,0,US,53,244,True
etc,0,1,0,,,,0,CA,489,1193,False
etc,0,1,1,Full-time,Computer Software,Design,0,US,1208,2529,True
Service,0,1,1,Full-time,Marketing and Advertising,Project Management,0,GR,1057,1952,True
etc,0,1,0,Full-time,Education Management,Accounting/Auditing,0,SG,1392,788,True
IT,0,1,1,Full-time,Wholesale,Information Technology,0,US,1576,733,True
etc,0,1,1,Full-time,Marketing and Advertising,Advertising,0,GR,805,1974,True
etc,0,1,0,Full-time,Research,Sales,0,US,850,1175,False
etc,0,0,0,,,,0,US,0,1010,False
etc,0,1,1,Full-time,Computer & Network Security,Information Technology,0,GR,1463,965,True
etc,0,0,1,,,,0,etc,0,2035,False
etc,0,1,1,,,,0,etc,310,372,False
etc,1,1,0,Full-time,Computer Software,Sales,0,US,1022,881,True
etc,0,1,1,Full-time,Financial Services,Customer Service,0,US,1025,1746,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
etc,0,1,0,Full-time,Nonprofit Organization Management,Training,0,US,400,612,True
etc,0,0,1,Full-time,Retail,,0,GB,483,560,False
etc,0,1,0,Full-time,,,0,US,798,1329,False
etc,0,1,0,,,,0,US,1247,338,False
etc,0,1,0,,,,1,US,0,495,False
etc,0,1,0,Contract,Education Management,,0,US,53,332,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,0,0,Part-time,Law Practice,Administrative,0,US,0,465,False
etc,0,1,1,Full-time,Computer Software,Information Technology,0,US,536,1362,True
etc,0,1,0,Full-time,E-Learning,Marketing,0,GB,1611,3824,True
etc,0,0,0,,,,1,US,0,2310,False
etc,0,0,1,Other,Marketing and Advertising,Marketing,0,GR,0,223,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,326,584,True
etc,0,0,0,Part-time,Accounting,Administrative,1,US,0,840,True
etc,1,1,0,Full-time,Computer Software,Sales,0,US,1022,881,True
Product,0,1,1,,,,0,NZ,1708,1759,False
etc,0,1,1,Full-time,Higher Education,Accounting/Auditing,0,GB,2388,1342,False
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,978,True
etc,0,0,1,Full-time,Computer Software,Product Management,0,US,0,398,True
etc,0,1,1,Contract,Education Management,Education,0,US,53,332,True
etc,0,1,0,Contract,Utilities,Project Management,0,US,0,359,True
Sales,0,1,1,Full-time,Internet,Sales,0,US,1042,1185,True
etc,1,1,0,,,,1,CA,325,960,False
etc,0,1,1,Other,Internet,Information Technology,0,etc,249,479,True
Operations,0,0,1,Full-time,Internet,Information Technology,0,AE,0,1308,True
Sales,0,1,0,Contract,,Sales,0,US,452,1052,True
IT,0,0,1,,,,0,etc,0,758,False
etc,0,0,1,,,,0,US,0,449,False
Engineering,0,1,0,Full-time,Internet,Engineering,0,US,684,737,True
etc,0,1,1,Contract,Education Management,,0,US,53,332,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,904,823,True
etc,0,1,0,Full-time,,Customer Service,0,GB,829,671,True
etc,0,1,0,Full-time,Building Materials,Sales,0,US,702,1351,False
etc,0,1,1,Full-time,Computer Software,,0,GB,1294,644,False
etc,0,1,0,Full-time,,,0,US,798,1354,False
Engineering,0,1,1,Full-time,Internet,Engineering,0,US,613,1270,True
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,1688,True
etc,0,1,0,,Hospital & Health Care,,0,US,115,544,True
IT,0,0,1,,,,0,etc,0,656,False
etc,0,1,1,,,,0,US,804,1427,False
etc,0,1,1,Full-time,Consumer Goods,Finance,0,US,1049,4139,True
Sales,0,1,1,Full-time,Information Technology and Services,Sales,0,CA,1708,1299,False
etc,0,1,1,,,Public Relations,0,GR,321,1760,False
Service,0,1,0,Full-time,Research,Customer Service,0,GB,681,1595,True
etc,0,1,1,,,,0,US,955,675,False
etc,0,1,0,Full-time,Building Materials,,0,US,702,2197,False
etc,0,0,1,,,,0,GB,0,1299,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,1,Full-time,Internet,Customer Service,0,IL,511,985,True
etc,0,1,1,,,,0,GR,252,2057,False
etc,0,1,1,Part-time,Events Services,Production,0,US,734,648,True
etc,0,1,1,Full-time,Internet,Advertising,0,US,808,2637,True
etc,0,0,0,Full-time,,,1,US,0,3701,False
etc,0,1,1,Full-time,Internet,Administrative,0,etc,1208,2368,True
etc,0,0,0,Contract,Medical Devices,Quality Assurance,0,US,0,1046,True
etc,0,1,1,Full-time,Financial Services,Customer Service,0,US,1025,2126,True
etc,0,0,1,Part-time,Education Management,Education,0,US,0,1095,True
etc,0,0,1,,,,0,etc,0,1548,False
etc,0,1,0,Full-time,Computer Software,Product Management,0,US,2559,505,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,0,1,Full-time,Accounting,Accounting/Auditing,1,US,0,1783,True
Product,0,1,1,Full-time,E-Learning,Research,0,DE,651,837,True
etc,0,1,1,,,,0,US,175,484,False
etc,0,1,0,,,,0,US,1247,396,False
Product,0,1,1,Full-time,Computer Software,Design,0,US,300,859,True
etc,0,1,1,,,,0,CA,538,268,False
etc,0,1,1,Contract,Program Development,Information Technology,0,GR,252,672,True
Marketing,0,0,1,,,,0,US,0,915,False
etc,0,1,0,,,,0,GR,0,399,False
etc,0,1,0,,,,0,GR,499,314,False
etc,0,1,1,Full-time,Oil & Energy,,0,US,879,2310,False
etc,0,1,0,,,,0,GB,829,807,False
Sales,0,1,1,Full-time,Information Technology and Services,Sales,0,NZ,1708,1895,True
Engineering,0,1,0,Full-time,Information Technology and Services,Engineering,0,US,1344,1542,True
etc,0,1,0,,Financial Services,,0,US,364,810,False
etc,1,1,1,Full-time,Law Enforcement,Sales,0,US,1185,2223,True
etc,0,1,0,,,,0,US,1252,179,False
etc,0,1,0,Full-time,,,0,DE,134,1089,False
etc,0,1,1,Full-time,Medical Practice,,0,US,452,224,True
etc,0,1,1,Full-time,,,0,US,536,475,False
etc,0,1,0,Full-time,Events Services,,0,etc,509,1954,True
Sales,0,1,1,Full-time,Marketing and Advertising,Marketing,0,US,717,1727,True
Engineering,0,1,1,,,,0,AE,1505,493,False
etc,0,1,0,,Staffing and Recruiting,,0,CA,911,1497,True
etc,0,1,0,Part-time,Insurance,Customer Service,0,US,684,1090,True
Development,0,1,1,Full-time,Marketing and Advertising,Other,0,CA,627,396,True
etc,0,0,1,Full-time,Computer Software,Other,0,etc,0,977,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,1204,False
etc,0,1,0,,Staffing and Recruiting,,0,US,911,1497,True
Engineering,0,1,0,Full-time,Marketing and Advertising,Engineering,0,GB,643,1031,True
Sales,0,1,0,Full-time,,Sales,0,US,0,1214,True
etc,0,1,0,,Staffing and Recruiting,,0,CA,911,1497,True
etc,1,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1050,1349,True
etc,0,1,1,Full-time,Internet,Human Resources,0,US,1208,1456,True
etc,0,1,0,Full-time,Apparel & Fashion,,0,GB,580,1974,True
etc,0,1,1,Full-time,Retail,Project Management,0,US,1441,1157,True
etc,0,0,0,,,,0,US,0,694,False
Marketing,0,1,1,Full-time,Marketing and Advertising,Marketing,0,NZ,1708,763,True
Product,0,1,0,Full-time,Marketing and Advertising,Production,0,NZ,1565,1157,True
Sales,0,1,1,,,,0,etc,61,142,False
etc,0,1,0,Part-time,Financial Services,Customer Service,0,US,684,1191,True
IT,0,0,1,Full-time,Information Technology and Services,Information Technology,0,GB,0,2479,False
etc,0,0,0,Full-time,Human Resources,,0,US,228,915,False
Service,0,1,1,Full-time,Education Management,Other,0,US,596,1717,True
etc,0,0,1,,,,0,GB,0,499,False
etc,0,0,0,Full-time,Warehousing,Management,0,GB,0,975,True
etc,0,0,0,,,Quality Assurance,0,US,0,1382,True
etc,0,0,0,Full-time,Warehousing,Management,0,GB,0,1361,False
Development,0,1,0,Full-time,Internet,Information Technology,0,etc,1180,1049,True
etc,0,0,0,Full-time,Consumer Services,Sales,0,etc,0,1837,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,865,False
etc,0,1,1,Full-time,,,0,US,1012,3577,False
etc,0,0,0,Contract,Information Technology and Services,Information Technology,0,US,466,160,True
etc,0,0,0,Full-time,Computer Software,Engineering,0,etc,0,6,True
Sales,1,1,1,Full-time,Marketing and Advertising,Sales,0,US,819,1337,True
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,379,True
etc,0,1,1,,,,0,etc,0,251,False
etc,0,1,1,,,,0,etc,814,683,False
Engineering,0,1,1,,,,0,GB,560,2198,False
etc,1,1,0,Full-time,Logistics and Supply Chain,Supply Chain,0,GR,1206,334,True
etc,0,0,0,Full-time,Financial Services,Accounting/Auditing,0,US,0,2049,True
Engineering,0,1,1,,,,0,GR,0,1081,False
etc,0,1,0,Full-time,Financial Services,Quality Assurance,0,etc,530,704,True
etc,0,1,1,Full-time,Hospital & Health Care,Customer Service,0,GB,361,1718,True
etc,0,1,1,Full-time,,,0,US,445,1854,False
etc,0,1,1,,,,0,US,0,1777,False
etc,0,1,1,Full-time,Wholesale,Marketing,0,US,587,1956,True
etc,0,1,1,Full-time,Media Production,Writing/Editing,0,etc,615,1529,True
Product,0,1,1,,,,0,GR,1091,1605,False
etc,0,0,0,Full-time,Information Technology and Services,,0,US,228,675,False
etc,0,0,1,,,,0,NZ,3726,895,False
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,etc,0,737,True
Technology,0,0,0,Contract,Information Technology and Services,Information Technology,0,etc,0,975,True
etc,0,1,1,Full-time,Automotive,Engineering,0,etc,2662,188,True
etc,0,1,1,Part-time,E-Learning,Education,0,etc,1364,537,True
etc,0,0,1,,,,0,GR,106,1003,False
Service,0,1,1,Full-time,Design,Design,0,GB,1251,942,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,0,0,Full-time,Management Consulting,,1,US,0,2169,False
etc,0,1,1,Contract,Information Technology and Services,Information Technology,0,US,1025,407,True
etc,0,1,1,,,,0,US,955,870,False
etc,0,1,1,Contract,Internet,Accounting/Auditing,0,US,1126,1047,True
etc,0,1,0,,,,0,US,1247,332,False
etc,1,1,1,Full-time,Information Technology and Services,Information Technology,0,CA,4007,1190,True
Sales,0,1,1,,,,0,US,1014,863,False
etc,0,1,0,Full-time,Financial Services,,0,US,735,2653,False
etc,0,1,1,Contract,Internet,Accounting/Auditing,0,US,1126,783,True
etc,0,1,0,Full-time,Financial Services,Other,0,US,1025,2264,True
etc,0,1,1,Full-time,Media Production,,0,US,1001,199,True
Technology,0,1,1,Full-time,Computer Software,Information Technology,0,GB,1294,642,False
etc,0,1,0,,,,0,US,1247,486,False
etc,0,1,0,Full-time,,,0,US,798,1254,False
etc,0,1,0,Full-time,Marketing and Advertising,Sales,0,GB,433,1450,True
etc,1,1,1,Contract,Computer Software,Engineering,0,US,1252,1835,True
Design,0,1,0,Full-time,Computer Software,,0,GB,438,748,True
Operations,0,1,1,Full-time,,,0,etc,310,1183,False
Engineering,0,1,1,,,,0,GR,2676,1091,False
etc,0,0,1,Full-time,Accounting,Accounting/Auditing,0,US,0,2729,True
etc,0,1,1,,,,0,GR,2676,1290,False
etc,0,0,0,Full-time,Information Technology and Services,Business Development,0,DE,0,1088,True
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,1688,True
etc,0,1,1,Full-time,Internet,Sales,0,US,1126,1549,True
Operations,0,1,1,Full-time,,,0,etc,310,1113,False
etc,0,1,0,Full-time,Farming,Customer Service,0,US,2559,866,True
etc,0,0,0,Full-time,Accounting,,0,US,228,2327,False
etc,0,0,1,,,,0,US,0,708,False
etc,0,0,1,,,,0,GR,0,143,False
etc,0,1,0,,,,0,US,1247,437,False
etc,0,1,1,,,,0,US,336,1893,False
etc,0,0,1,,,,0,IL,0,221,False
Engineering,0,1,1,,,,0,GR,419,878,False
etc,0,1,1,,,,0,CA,336,736,False
etc,0,0,1,,,,0,US,0,860,False
etc,0,0,1,,,,0,US,0,778,False
etc,0,1,0,Full-time,Research,Marketing,0,US,850,1405,False
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,US,684,1223,True
etc,0,1,1,Full-time,Law Enforcement,Information Technology,0,US,1185,1573,True
Product,0,1,1,Full-time,Computer Software,Product Management,0,US,300,1905,True
etc,0,1,0,,,,0,US,1247,396,False
etc,1,1,0,Contract,Research,Writing/Editing,0,US,803,909,True
etc,0,1,0,,,,0,US,1247,373,False
etc,0,1,1,Full-time,Mining & Metals,Engineering,0,etc,2662,167,True
etc,0,1,0,Full-time,Telecommunications,Business Analyst,0,GB,2676,2041,True
Service,0,1,1,Full-time,"Leisure, Travel & Tourism",Business Development,0,US,559,1234,True
etc,0,1,0,Full-time,,Information Technology,0,etc,588,1168,True
etc,1,1,1,,,,0,US,3899,1913,False
etc,0,1,1,Full-time,Marketing and Advertising,Writing/Editing,0,GB,730,1569,True
etc,0,0,0,Full-time,Consumer Services,Other,0,US,0,520,True
etc,0,1,1,Full-time,,,0,US,1376,797,False
etc,0,1,0,Full-time,Broadcast Media,,0,US,1247,1240,True
etc,0,1,1,Full-time,Financial Services,Strategy/Planning,0,US,1025,3260,True
Marketing,0,0,1,,,,0,US,0,852,False
etc,0,1,0,Full-time,,,0,GB,424,1011,False
etc,0,1,0,Full-time,Information Technology and Services,,0,AU,364,123,False
etc,0,1,0,Full-time,Internet,,0,US,361,328,True
etc,0,1,1,Temporary,Financial Services,Administrative,0,US,785,1865,True
etc,0,1,0,,,,0,US,1247,396,False
Marketing,0,1,0,,,Marketing,0,GR,321,1331,False
etc,0,1,0,Contract,Design,Art/Creative,0,GB,508,1867,True
etc,0,1,0,,,,0,NZ,244,594,False
Sales,0,1,1,Full-time,,Customer Service,0,etc,0,684,True
etc,0,1,0,,,,0,US,1247,396,False
Sales,0,1,0,Full-time,Internet,Sales,0,US,1492,852,True
etc,0,1,0,Full-time,Insurance,Customer Service,0,US,684,1273,True
etc,0,0,0,Full-time,Financial Services,Management,0,US,0,2926,True
etc,0,1,1,,Pharmaceuticals,Sales,0,US,1031,1670,True
etc,0,1,0,Part-time,Government Administration,Customer Service,0,US,684,915,True
etc,1,1,0,Part-time,Writing and Editing,Writing/Editing,0,US,803,542,True
Design,0,1,0,Full-time,Internet,Design,0,GR,416,2011,True
etc,0,1,1,Full-time,,Administrative,0,GB,559,4374,False
etc,0,0,0,Full-time,,,0,US,228,854,False
etc,0,1,1,,,,0,AE,0,145,False
Engineering,0,1,1,Full-time,Computer Software,Engineering,0,NZ,1708,1889,True
etc,0,1,1,Part-time,Financial Services,Information Technology,0,US,785,2312,True
etc,0,1,1,Full-time,Internet,Customer Service,0,etc,364,866,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,1,1,Full-time,Security and Investigations,,0,US,1404,1450,True
etc,0,1,1,Full-time,Telecommunications,Marketing,0,etc,1594,3652,False
etc,0,1,1,Full-time,Information Technology and Services,Sales,0,US,198,719,True
Service,0,1,1,Full-time,Information Technology and Services,Customer Service,0,US,198,909,True
etc,0,1,1,Full-time,Retail,Sales,0,GR,635,997,False
etc,0,1,0,Full-time,"Health, Wellness and Fitness",Information Technology,0,etc,778,196,True
etc,0,1,0,Full-time,Consumer Goods,Sales,0,etc,1067,733,True
etc,0,1,0,Full-time,Internet,,0,GB,1005,1723,True
Sales,0,1,1,Full-time,Medical Devices,Sales,0,US,667,2423,True
Design,0,1,0,,,,0,etc,616,1045,False
Marketing,0,0,1,Part-time,,Marketing,0,US,1685,2190,False
etc,0,1,1,Full-time,Telecommunications,Sales,0,etc,2676,1305,True
etc,0,0,1,,,,0,US,0,2477,False
etc,0,0,0,,,,1,US,0,1487,False
etc,0,1,0,Part-time,Biotechnology,Engineering,0,US,487,1342,True
etc,0,1,1,,,,0,US,955,920,False
etc,0,1,1,,,,0,US,225,225,False
etc,0,1,1,Contract,Internet,Accounting/Auditing,0,US,1126,952,True
etc,0,1,0,Full-time,Information Technology and Services,Customer Service,0,etc,186,354,True
etc,0,1,0,,,,0,US,1247,396,False
etc,0,1,1,Full-time,Warehousing,,0,GB,829,619,True
etc,0,1,1,,,,0,GB,1286,1966,False
etc,0,1,1,Full-time,Electrical/Electronic Manufacturing,Information Technology,0,DE,134,1164,True
